CCO,P_a,SaO2sup,Vmca,Pa_CO2,t
-0.7646804123060369,89.84183088,0.9397396742,53.52674359037975,36.0031835057539,0.0
-0.720088270794135,92.54550663,0.9459989827,54.621823018025545,35.8284923731789,3.2
-0.7422815564778995,90.66067122,0.9454211482,53.42886864599091,36.5273215662981,6.4
-0.7887661285638999,86.15010716,0.9372482261,52.82891020490357,37.7056104647244,9.6
-0.7907095532583144,84.35007319,0.9292077048,54.88594514940076,38.3663008730509,12.8
-0.733317781218981,86.06937651,0.9314270987,58.09676062834351,38.3586665650535,16.0
-0.6591402133753868,87.33416219,0.9453048813,59.256646668162524,38.3747623790935,19.2
-0.6005574545142653,86.85887543,0.960986196,58.86015525687564,38.7506412638528,22.4
-0.5565588297547591,88.31747136,0.9685264501,59.972872407229744,39.0849141136038,25.6
-0.5307592800606904,93.34770986,0.9680566583,62.27171680577132,39.0564377961448,28.8
-0.5441295157448499,97.23839205,0.9656843879,61.87783726368201,38.9418730420596,32.0
-0.596743817591139,94.64922972,0.9640929055,58.16400665353901,39.129470103775,35.2
-0.6614118740564703,86.65896541,0.9625333156,54.15308811127077,39.556369287959,38.4
-0.6809641570346188,79.91699741,0.9623502446,52.986032142981244,39.8549493116217,41.6
-0.6122923527239138,80.26920263,0.9659600841,56.53744475545867,39.8314537338779,44.8
-0.5103978822745299,87.65044086,0.9715307534,62.921521596124556,39.649071431128,48.0
-0.4674737728298358,96.27087435,0.9739075846,66.07368799115544,39.6575072325562,51.2
-0.4977621618346347,100.3766665,0.971037616,64.19691458471777,40.0960964058574,54.4
-0.5487668746726101,99.84725883,0.9661401269,61.40372831996883,40.8488568653571,57.6
-0.5711943500357584,98.71849211,0.963145257,60.56773003054474,41.4487540378382,60.8
-0.5675912539879311,99.43878107,0.9622572108,61.15344489698144,41.4350817856601,64.0
-0.5748109778094586,101.0323778,0.9606506907,61.03313909060434,40.8102455791966,67.2
-0.6114748149997821,101.3811762,0.9562821076,59.444227566285704,40.0842809614202,70.4
-0.6650515181139394,99.18179861,0.9503890704,57.23644157313573,39.7329769706892,73.6
-0.7043736113541886,95.24685077,0.9465888361,55.63801272948216,39.7014080288312,76.8
-0.7009294291951518,92.21548207,0.9475504775,55.61603265684459,39.6779346829162,80.0
-0.6648695258722782,90.83774414,0.9523935571,56.715853606039275,39.7117496395311,83.2
-0.6370245674824988,88.36992099,0.9577012108,57.179885808393855,40.1221477138354,86.4
-0.6299892712277907,83.66835495,0.9609208262,56.789339328230554,40.8424220785322,89.6
-0.6147023047372502,80.49134605,0.9615821416,57.71216492705005,41.3564115792568,92.8
-0.5794925102695712,81.83703191,0.9594857526,61.12959379813729,41.3763612253127,96.0
-0.567938516985513,84.58996114,0.9544562599,63.88211955237985,41.1861006044932,99.2
-0.6020350793569936,83.95260187,0.9486363818,62.92131607414093,41.1797814921836,102.4
-0.6462777587499287,80.39241615,0.9454341174,60.31400321312896,41.3339442760987,105.6
-0.659387898995427,78.24055301,0.9443239335,59.628864161156756,41.326145607081,108.8
-0.6558050260263572,78.88500193,0.9407107513,61.09372735312293,41.1050104440247,112.0
-0.6739563486577611,79.44989986,0.9337836157,61.97844877825628,41.1236958535846,115.2
-0.6863122850947249,78.9986006,0.9300223923,62.29123025060748,41.8101150358575,118.4
-0.6280531061531222,81.61715848,0.9343361759,65.94295573330803,42.9114737960184,121.6
-0.532204617886944,89.46788339,0.941026124,73.38618322945479,43.6800070179839,124.8
-0.5111695658121753,96.85053192,0.9391018101,77.00197217621815,43.7030054698343,128.0
-0.5983559500464259,97.2604604,0.925849172,72.74528699147662,43.2595042999726,131.2
-0.7157160536026324,92.72092282,0.9107652125,67.07768383204824,42.8649047302517,134.4
-0.7603328418620134,89.44654673,0.9051722926,65.22417838220674,42.7377048268004,137.6
-0.7301273331391154,88.26972902,0.9107748701,65.7415332736169,42.7561511766953,140.8
-0.6965534928174559,86.14968761,0.9199985872,65.18840754939474,42.7517029582853,144.0
-0.6864871293181781,83.33169186,0.9252892939,64.06941203564836,42.7261525190088,147.2
-0.6745403469502237,82.98261294,0.9252857013,65.13661019515472,42.7654108683966,150.4
-0.645990148364067,86.25813322,0.9233067941,68.7098482223884,42.814455595311,153.6
-0.6149473668054035,91.12165659,0.9234769521,71.9734750515763,42.730152478045,156.8
-0.5954854163852747,94.32366743,0.9279726324,72.06857718156267,42.6242606948976,160.0
-0.5903920693029107,94.02391162,0.9347283407,69.60354299168671,42.8574496945012,163.2
-0.5961652543452247,91.55430618,0.9383944556,67.504974288548,43.4213707875936,166.4
-0.6117318759878565,89.1602558,0.9366308602,66.68629697886588,43.6206041940136,169.6
-0.636976813504498,86.78152349,0.9339295363,65.29211752460539,42.8232863942316,172.8
-0.6540153313013062,84.60379169,0.9356725595,63.039764005147255,41.356549740622,176.0
-0.6325811371531035,85.85987465,0.9405680304,63.08593276572153,40.2294156351838,179.2
-0.5915147304319162,91.49889728,0.9432085985,65.83778479286164,40.1182977671392,182.4
-0.5852213385171087,96.06969005,0.9421348678,66.89977057054905,40.9136385542923,185.6
-0.6109372048801092,94.94294559,0.9409140469,64.98577454161155,41.9803846522191,188.8
-0.6251339429211056,90.93861704,0.9424731552,63.19015591297755,42.6320556211074,192.0
-0.6071893085314652,88.65902369,0.9462134856,63.43138340056242,42.6969624803391,195.2
-0.5793798212344381,87.88693932,0.950192942,64.4926028855,42.7568072856668,198.4
-0.5574736842065119,86.89290607,0.9531388545,65.47821399996916,43.4533203557619,201.6
-0.5377283365989143,86.23741584,0.9539135797,67.16777515826035,44.557912991941,204.8
-0.5351867081656378,85.80990549,0.9510037777,68.63846571810294,45.1928541496368,208.0
-0.5689305899547575,84.00100166,0.9442408161,67.89971975232062,44.9634549642829,211.2
-0.612160885153805,82.06649243,0.9366339431,66.61491696059471,44.3807448181049,214.4
-0.6155182371590853,83.1496442,0.9321433286,68.10626479825318,44.1129004777564,217.6
-0.5966180452416371,85.75975833,0.9311216386,70.5630523040359,44.2386226771519,220.8
-0.6070306995224682,85.08359211,0.9310577263,69.47345371109617,44.3675221604104,224.0
-0.6346829638274556,81.52151698,0.9322926791,66.15644770613304,44.2531503071932,227.2
-0.6157206268718152,80.37848928,0.9378920072,65.753638602321,44.1151886459809,230.4
-0.5568731798519243,82.32185164,0.946534353,68.14996106549584,44.2585043001122,233.6
-0.5379038927130172,82.11875095,0.9520967582,67.82850107042688,44.3817554812419,236.8
-0.5774071741347022,78.18952763,0.9526908662,63.718187454080294,43.8053661500135,240.0
-0.5999276310687187,75.88846996,0.9531850245,61.5214953737082,42.8823539556232,243.2
-0.5461607082022576,79.26846447,0.9562429853,65.29593540628804,43.1571987043246,246.4
-0.4777708095972959,85.64455555,0.9583973485,71.76723871825301,44.5831512105344,249.6
-0.46336985223653776,90.33718461,0.9579164876,73.70118336451243,43.8677329327988,252.8
-0.5248455504353973,92.17855238,0.9587338817,66.16308608833161,38.6818314060608,256.0
-0.6539095057106517,92.70248342,0.9627455859,54.13553171878247,32.6738174849399,259.2
-0.7385464474281109,93.4858836,0.9652577193,48.63764712493822,31.9983264166126,262.4
-0.7077861234052223,95.33384264,0.9626240962,51.13412136464953,36.9176849225485,265.6
-0.631644827255914,97.3067683,0.9589269001,57.23628319119764,41.4446970441103,268.8
-0.595424734822802,96.8296501,0.9603724132,59.54730280457762,41.6683478691047,272.0
-0.5986070810868707,93.49916822,0.9667277304,57.28123515527974,39.9364977522882,275.2
-0.5847609638719312,90.87731035,0.9725869058,56.599206488782194,39.8791649635988,278.4
-0.5406833945524145,91.18531899,0.9748185558,59.34246194224714,41.1279416228412,281.6
-0.5245212789261251,91.71674939,0.9748758607,60.625627664437076,40.9949335341092,284.8
-0.5493052252658353,90.79873842,0.9748408501,58.542594345091906,39.4331691485279,288.0
-0.5459286456604463,92.21185274,0.9746755873,58.85128744506469,39.483455242557,291.2
-0.4875814690745781,97.86359966,0.973542639,64.41156986108773,42.2890786728582,294.4
-0.4528146675777055,102.128945,0.9713814292,68.92111511244194,44.7378446105979,297.6
-0.4794460815494741,100.5082932,0.9685770905,67.2338997452195,44.5289618629241,300.8
-0.5120236912269107,97.21121289,0.965593489,65.13411343113525,44.0983444878821,304.0
-0.4960160098054184,96.65425284,0.9633644984,67.69514879946362,45.5016025797516,307.2
-0.4888551269922754,95.09845689,0.9629699119,68.62457196150916,45.6998685190878,310.4
-0.5438602983408607,89.14411825,0.9645648246,62.500387038661216,42.5509337405297,313.6
-0.5777602450102415,85.12937574,0.96710422,58.773012034468714,40.7399267847797,316.8
-0.47650442747835875,90.51024506,0.9690225052,67.39809672143141,44.5895198344167,320.0
-0.371804964774586,100.5705827,0.9690876047,80.7012732952871,49.2007810387996,323.2
-0.39028307350981367,103.1617285,0.967420531,78.71566582786156,46.9811912855697,326.4
-0.5352089180732108,95.934396,0.9659868964,62.560474270208466,40.1587696563527,329.6
-0.6309736806178424,90.59618466,0.9669445019,54.81978422659493,38.1753756300596,332.8
-0.5107402763682094,96.41834912,0.9699254576,63.63330367802234,43.6589110001276,336.0
-0.3830983759634359,105.9946606,0.9720114243,77.47217831496495,49.35529922445,339.2
-0.3820262004241557,105.7280992,0.9709902016,78.17345764911981,49.6872465979075,342.4
-0.45290078876889184,96.79270626,0.9677743855,70.65440553795013,47.7139530599796,345.6
-0.45691160531353514,93.157145,0.9652566531,71.34038536040929,48.3857974333302,348.8
-0.3805566185703593,98.8227671,0.9656038715,81.46862034256894,51.1517597986161,352.0
-0.3372833236019779,102.2412218,0.9688442764,86.58547347787967,52.5490948782592,355.2
-0.3517392735516588,97.05336634,0.9732135425,81.52535293234006,51.964097478932,358.4
-0.3618662572066125,92.45382347,0.9765289586,78.15412180294979,51.4933626638335,361.6
-0.32148793463687764,96.23263782,0.9777945674,83.57462590118661,52.1828989000149,364.8
-0.28735165441608157,102.3095463,0.9777587886,89.55181247259564,53.0355948726999,368.0
-0.2930346789027423,103.1789111,0.9776696363,88.57218691589138,53.1794986202076,371.2
-0.30819338636148497,101.5012626,0.9777375,85.86597519307328,53.1754641658338,374.4
-0.3080862387513139,101.2523698,0.9775063929,86.059780482121,53.7005454289657,377.6
-0.31236118473081126,99.63623179,0.9773897006,85.4283806272572,54.1509089733256,380.8
-0.3275785482449822,95.59044316,0.978517498,82.23071285173616,53.6801249166764,384.0
-0.3202759638092859,94.73956114,0.9808974136,81.93312414571568,52.886916209908,387.2
-0.28665714162655376,98.81672114,0.9830558448,86.13362489656367,53.1047560518915,390.4
-0.2676078024122146,101.7370166,0.9839558462,88.99615824752038,54.4623537702433,393.6
-0.26168934191232074,102.2260156,0.9841117542,90.06694351622494,55.9021063391448,396.8
-0.2348022675077575,107.2174917,0.9843079973,95.26280363998328,56.7215041027224,400.0
-0.20698355030786475,116.4480728,0.9844045839,101.25338531992253,57.04126874903,403.2
-0.22361737681171773,118.6926345,0.9841742511,97.6495386667917,57.1486415140029,406.4
-0.2646628993691695,111.1211966,0.9842511657,89.4998772690939,57.2436740988737,409.6
-0.2669613311829687,106.6861592,0.985163187,88.5098821303137,57.5565624270361,412.8
-0.2226321023513575,113.0497377,0.986138421,96.44291416242062,58.1155454889266,416.0
-0.2045051231797757,119.8987384,0.9860462348,100.45704330011557,58.5567313458308,419.2
-0.23149597567559044,117.554452,0.9851200297,95.35794402637924,58.5350400715088,422.4
-0.25387216940878027,112.7573519,0.9846370759,91.29827974506271,58.227530300786,425.6
-0.23909654668555474,114.4722769,0.985154607,93.77939144221081,58.1417692585913,428.8
-0.2224984675743774,118.2984387,0.9861474125,96.41517588839642,58.4699020132586,432.0
-0.2285378398896981,116.5821298,0.9872005516,94.42218392159248,58.9344265650016,435.2
-0.2363820918013531,111.527734,0.9884213643,92.0492011774586,59.2631013067527,438.4
-0.22857695333862682,108.6873133,0.9896274361,92.70551128362195,59.4699729814959,441.6
-0.21497531967956146,108.5407537,0.990117232,95.06157455049264,59.6672271401032,444.8
-0.20214949750402306,110.5676525,0.9895805513,98.20773560952047,59.9388927222866,448.0
-0.1868394552525064,115.3141815,0.9887573403,102.39353806137785,60.3442393560599,451.2
-0.17785087327207855,119.9823781,0.9888656937,104.44444294021378,60.7774024105092,454.4
-0.18096422031106157,121.0564618,0.9903446988,102.35976892862357,61.0092259077868,457.6
-0.18520304686767758,120.1863574,0.9922972251,99.71915488583258,61.0387253094046,460.8
-0.18392574625971891,120.1568896,0.9935163078,98.99151465842911,61.086726587985,464.0
-0.18502335735255904,119.5016581,0.9939838308,98.38745945510765,61.213110161785,467.2
-0.18823302018678845,116.9439948,0.9946487762,97.20460015315957,61.3473027929574,470.4
-0.18305273668944605,114.9851295,0.9957456796,97.46249044976162,61.5346797565676,473.6
-0.1710791703413967,115.3920749,0.9964575624,99.49057150307974,61.7236985227322,476.8
-0.16261322295518904,117.3746299,0.9964482869,101.37858028207138,61.6726550013973,480.0
-0.15850993648988476,120.6290144,0.9964041131,102.29025655218936,61.3908647413589,483.2
-0.16036097426901685,124.3853075,0.9966327571,101.55291233484945,61.142036077738,486.4
-0.17548280350084833,125.7685598,0.9964261887,98.28610072703403,60.9576500076584,489.6
-0.19831643587831316,123.5967558,0.9953650263,94.37461272056711,60.7726711863192,492.8
-0.2118785156641776,120.2904043,0.9941619031,92.64289845447311,60.7172115342138,496.0
-0.21141229825706476,117.9309719,0.9936789261,93.12292438974322,60.6941933332389,499.2
-0.20717814859679795,116.2894257,0.9939214974,93.77284769005588,60.4075525441964,502.4
-0.2028645290718471,115.0729516,0.9943808744,94.28541713121926,60.2029700652623,505.6
-0.19310107431615575,114.7696748,0.9947476894,96.0524283663517,60.7267006322861,508.8
-0.18071515378564007,115.2842855,0.9949842001,98.56267102666618,61.4786204526348,512.0
-0.176910022254052,115.8375791,0.995085234,99.27662840670499,61.1717977534305,515.2
-0.18438832728244098,116.3223601,0.9950345626,97.55791292618693,59.9034475815729,518.4
-0.19206450281408283,117.3155974,0.9949132794,95.96033583373806,59.3378470478299,521.6
-0.19048354762610625,118.5833641,0.994930354,96.34207007389784,60.1121677533732,524.8
-0.18566584513100065,119.239209,0.9952399045,97.18859642832203,60.8850838858766,528.0
-0.18467646639547336,119.237454,0.9957057584,97.02567357876137,60.8564281311571,531.2
-0.1836547524258073,118.8453156,0.996006717,97.03035557972065,61.0553008704086,534.4
-0.17853936832880507,117.8413642,0.996037322,98.20528137674353,61.9722329746513,537.6
-0.1736511704655342,116.7151813,0.995999379,99.34409866098292,62.3516893911979,540.8
-0.17439585848466244,116.122521,0.9960256886,99.0782484166124,61.5399856705315,544.0
-0.1824214484504904,114.9007507,0.9959997543,97.28932306508621,60.6868656954682,547.2
-0.1906060866928797,112.2190201,0.995899136,95.68127687674287,60.8042370679255,550.4
-0.18600646590874376,110.3353423,0.9959792211,96.64653222836726,61.6863877985558,553.6
-0.16717681502091714,111.096287,0.9963435089,100.53309394780621,62.9415087271772,556.8
-0.15072688108418797,112.1634241,0.9966936392,104.14679231651488,64.2647651631185,560.0
-0.14972858507764208,110.727696,0.9968718241,104.23903222011829,64.8165978268179,563.2
-0.1584483497928466,108.1428556,0.997148523,101.84113513569973,63.8323025912908,566.4
-0.16611167277856326,107.2453346,0.9973824541,99.76648065851106,61.7806092517031,569.6
-0.17629198604599183,107.7996272,0.9965559838,98.09403205010447,60.0151984266862,572.8
-0.19376809509992643,107.9931722,0.9941800189,96.2134366016522,59.3492080373837,576.0
-0.20817859500578678,107.9452035,0.9916823813,95.15894161148488,59.3554576939799,579.2
-0.21382925864441105,108.1421217,0.9911170686,94.40954856745529,58.9342296438028,582.4
-0.22610481622199013,106.463227,0.9925944386,90.83795219170365,57.4921110052687,585.6
-0.2594067757357897,100.9056158,0.9940906735,83.93055425600117,55.6379967735185,588.8
-0.2973230004396238,94.29798052,0.9938493528,78.23735289458637,54.468363317088,592.0
-0.3053118445808838,92.02369587,0.9921567561,77.95405433280939,54.1197818103083,595.2
-0.28683853828411654,94.67343804,0.9907292735,81.43342272766859,53.6272640108436,598.4
-0.28189383510037547,96.86608465,0.9909187805,82.03029014163589,52.4209627606241,601.6
-0.3050840933161477,94.79054135,0.9924466378,77.69565416342934,51.1721204334799,604.8
-0.3300236693254621,91.23153179,0.9935866149,73.78731358176977,50.6613147421551,608.0
-0.3324731643365232,90.49496418,0.9929013666,73.7935024505158,50.5366410840125,611.2
-0.3313432443659017,91.65816303,0.9909984286,74.8150586582807,49.931091041527,614.4
-0.3500511085564555,90.84149175,0.9899614247,72.87320682743668,48.8637708238732,617.6
-0.37341922682158685,88.0292208,0.990745208,69.73403913637115,48.228467843914,620.8
-0.3709026945671657,86.88316869,0.991975913,69.51356492722351,48.4258984845386,624.0
-0.3527552245037206,88.27008768,0.9919161621,71.66288720601173,48.6622686683262,627.2
-0.3580069068788244,88.60133404,0.9907326335,71.53041489611938,48.0411414344624,630.4
-0.39148029777992527,85.78024234,0.9898744275,68.04294275656787,47.0248957681961,633.6
-0.4106189768231687,83.03799757,0.989870154,66.03425865037624,46.9564484452262,636.8
-0.38336373622990777,84.30707074,0.9898996946,68.96286218509525,47.9950386820546,640.0
-0.34810008259455394,88.09908355,0.989304701,73.42850879970986,48.5647294972638,643.2
-0.35481478516849807,89.32921316,0.9884645826,72.92083285878297,47.363269460282,646.4
-0.40523475001312226,86.65833969,0.9880316541,67.21534266770948,44.957055917898,649.6
-0.45056666798517275,84.74946454,0.9880183086,62.67156346172787,42.8197789257076,652.8
-0.4472598783192816,88.13966617,0.9880185484,62.90586645789974,41.7156957164338,656.0
-0.4281478334972397,95.01596328,0.9880335832,64.66125749850166,41.6053296127292,659.2
-0.43348672417715517,99.17802808,0.9885812677,63.97835213968754,42.3212030804087,662.4
-0.45210737412047874,97.64835114,0.9897848931,61.968773098064226,43.5942679600976,665.6
-0.45584596605993044,93.77061919,0.9907551464,61.43181816427205,44.7508543032739,668.8
-0.43988065134617904,91.85160406,0.990499755,62.97626005971687,45.1027116895271,672.0
-0.4274964657306775,91.71741792,0.9893271504,64.52721111938878,44.7514317157718,675.2
-0.43098687863697754,90.83302446,0.9885719215,64.44254546990085,44.3847270531831,678.4
-0.440434124621926,88.88686193,0.9888159036,63.45036425899003,44.113949964087,681.6
-0.45054107078105454,87.17548803,0.9891863124,62.357261609671895,43.4213390599837,684.8
-0.4682093334438955,85.56436546,0.9887804546,60.8890011437178,42.4844633326806,688.0
-0.490355729913748,82.92668935,0.9880939568,59.25640205231383,42.2682510645812,691.2
-0.5027689034438052,79.41736726,0.9883645099,58.211781920514795,42.8508623526271,694.4
-0.5024116551510525,76.57223064,0.9897818782,57.803522418517375,43.028901543113,697.6
-0.4905818967226817,76.08160915,0.9910715864,58.29075451670141,42.1775067249609,700.8
-0.4619746567464963,79.13506343,0.9910133083,60.61821994905527,41.2177806079871,704.0
-0.4237751780502335,85.48289368,0.9899082416,64.46773479198424,41.1236126417397,707.2
-0.40135424885805004,92.46870937,0.9892041144,66.9871482646438,41.6423760301638,710.4
-0.40843017475056537,96.6523309,0.9898068012,66.02228877381532,42.0927198929047,713.6
-0.43207714601565783,97.2269226,0.991012463,63.30603989610727,42.3705325232437,716.8
-0.45233896443815463,96.37553372,0.9911913209,61.44448330965057,42.5590445777263,720.0
-0.4671414359902899,95.90394173,0.9895714043,60.694791562465234,42.4057961040223,723.2
-0.48738922478448493,95.38034591,0.9873007111,59.69263749511317,41.774218680527,726.4
-0.5117600809885245,93.8274183,0.9864262061,57.99124153180302,41.047853192275,729.6
-0.5276194356236947,91.31970626,0.9876734558,56.43836745224325,40.6625329133676,732.8
-0.5300352812786073,88.65461681,0.9897131936,55.70973416067401,40.5907663798597,736.0
-0.5246247292417054,86.57699298,0.9909421976,55.76287460773292,40.5413729567617,739.2
-0.5190490112261412,85.02040545,0.9913393191,56.049561459961524,40.4307258649431,742.4
-0.5175497759782979,83.09098727,0.9919443314,55.99257922361064,40.4470418745964,745.6
-0.5112656813574348,81.12955777,0.9930840628,56.14228301774584,40.7154384853746,748.8
-0.48080203315788683,81.73741177,0.9939602636,58.19780754107188,41.0712994084584,752.0
-0.4357521555669057,86.09613731,0.9938209555,62.013331736396054,41.2664082630931,755.2
-0.41863634668099803,90.67144612,0.9929380598,63.87548978231749,41.2903241154087,758.4
-0.44321623910023056,91.07764091,0.992250279,61.85369418527961,41.2921915140207,761.6
-0.4797351137637442,88.17642171,0.9920241519,58.86410607430774,41.2610429367419,764.8
-0.49076634613269454,86.89841048,0.9911644674,58.2432443727179,41.0514897614188,768.0
-0.47810522037665626,89.57418495,0.9887241605,59.97926218810586,40.7042451121088,771.2
-0.4747272923611132,93.53044035,0.9860646708,61.084716967309184,40.4626231013065,774.4
-0.4872714855862649,95.37888241,0.9858888893,60.07215580943276,40.4431605078156,777.6
-0.498393668176623,94.99512904,0.9885751842,58.35819395023382,40.5159356792938,780.8
-0.4998142907640266,94.35374681,0.9912910456,57.45488922134234,40.535462425562,784.0
-0.4991868152889297,94.42098746,0.9916291834,57.403769024761665,40.5034987412326,787.2
-0.502541708204399,94.73361349,0.9903647564,57.515471853433624,40.4824525574756,790.4
-0.5044765578237873,95.03171177,0.9896146211,57.587982079290626,40.4932906940196,793.6
-0.5013683916931259,95.52472485,0.9898987783,57.74227306378619,40.5200841805491,796.8
-0.5021345888457678,95.5845066,0.9902289381,57.58853388037081,40.5271460489577,800.0
-0.5156524406759423,93.91878337,0.9899733274,56.65930915828302,40.4869606008068,803.2
-0.5327513602120214,90.80338064,0.9894290305,55.59431531843684,40.4497866803838,806.4
-0.5297926328156448,88.80703137,0.989036362,55.92539927284684,40.5172014084126,809.6
-0.49835303842085643,90.27538213,0.9889257127,58.30823374537979,40.695348652787,812.8
-0.46157007196542665,94.80227295,0.9891519354,61.247719281728436,40.9073325605619,816.0
-0.4440923573054743,99.71669303,0.9897404881,62.579507241904935,41.1980008734081,819.2
-0.44777232417913604,102.5422669,0.9902947083,62.0725890061855,41.7023167758835,822.4
-0.4614858490775021,102.7959,0.9899625169,61.02529487279535,42.3368428044308,825.6
-0.47497866876069306,101.7837936,0.9882594985,60.46785375059672,42.7917532903216,828.8
-0.48285874942924156,100.9876893,0.9858905593,60.57948256937003,42.9035951554222,832.0
-0.483984259629634,100.9672631,0.9843657108,60.97028012338538,42.7785481015641,835.2
-0.48027397123135884,101.5720392,0.9846514551,61.173627093215046,42.5428734199885,838.4
-0.47796370628797935,102.1273512,0.9863207527,60.8019004936001,42.2486236750341,841.6
-0.48436337295640536,101.4777502,0.9880185478,59.7160257856659,42.0068687307967,844.8
-0.4962509405389169,99.44021219,0.9886732422,58.57166881318497,41.9460483502183,848.0
-0.49758141191403005,97.98321266,0.9883240685,58.588000705139244,42.019386705524,851.2
-0.48258602263714223,98.95736202,0.9878703091,59.93137033548564,42.0425181508144,854.4
-0.4695005360367902,101.173839,0.9880619518,60.94659975268941,41.961039405881,857.6
-0.47214393473458227,101.9511347,0.9887977159,60.47747736943345,41.9499077701938,860.8
-0.4810336464487036,100.8783424,0.9893978649,59.573773337420526,42.1700553045078,864.0
-0.48082883824596545,99.71847648,0.9894334092,59.6113148527075,42.5182945956369,867.2
-0.4740391237780645,99.07611585,0.9891731675,60.274194041852816,42.7500058986854,870.4
-0.4731056735888163,97.65483387,0.9891970819,60.356938989099405,42.7948743945633,873.6
-0.47765322544621514,94.90290216,0.9896689055,59.84582092208152,42.7783765324509,876.8
-0.47825914832778516,91.98647751,0.9901495146,59.65833330979569,42.7530414733915,880.0
-0.47552611609712137,89.72692722,0.990145452,59.88044038682628,42.6044407495109,883.2
-0.47828381928604824,87.71705686,0.9896822912,59.77790814898267,42.2535658315754,886.4
-0.4860294671726569,85.77443447,0.9892146555,59.26422898925112,41.8030562877056,889.6
-0.49045869872222836,84.38514019,0.9890334215,58.940854916030425,41.4385184183572,892.8
-0.4903595529794316,83.60091454,0.988965067,58.95756521754843,41.2618027117409,896.0
-0.4902328144766321,82.99828891,0.9887349537,59.035057154263065,41.2360639469727,899.2
-0.4896681150469465,82.57794144,0.9883655717,59.19341407309066,41.2543293744849,902.4
-0.48717895779413245,82.5208929,0.9880025466,59.50629489010362,41.2527447041301,905.6
